label,text
ham,K.i did't see you.:)k:)where are you now?
ham,He is there. You call and meet him
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
ham,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic
ham,But if she.s drinkin i'm ok.
ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
ham,I think i've fixed it can you send a test message?
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
ham,"Text me when you get off, don't call, my phones having problems"
ham,Hi dis is yijue i would be happy to work wif ü all for gek1510...
ham,Much better now thanks lol
ham,Oh k:)after that placement there ah?
ham,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there."
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
ham,Jus finish blowing my hair. U finish dinner already?
ham,Ok i've sent u da latest version of da project.
ham,Also maaaan are you missing out
ham,Hey! There's veggie pizza... :/
ham,See you there!
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,"Oh, then your phone phoned me but it disconnected"
ham,You want to go?
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
ham,Ok no prob... I'll come after lunch then...
ham,I want to see your pretty pussy...
ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.
ham,Y ü wan to go there? C doctor?
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
ham,Do you like shaking your booty on the dance floor?
ham,K..u also dont msg or reply to his msg..
ham,Now get step 2 outta the way. Congrats again.
ham,Ü still attending da talks?
ham,Were trying to find a Chinese food place around here
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
ham,And miss vday the parachute and double coins??? U must not know me very well...
ham,Have you finished work yet? :)
ham,I'm thinking that chennai forgot to come for auction..
ham,"Sorry, I'll call later"
ham,Yup i thk so until e shop closes lor.
ham,I am taking half day leave bec i am not well
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
ham,Er yep sure. Props?
ham,Well then you have a great weekend!
ham,"This is one of the days you have a billion classes, right?"
ham,"I'm back, lemme know when you're ready"
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
ham,You see the requirements please
ham,Guessin you ain't gonna be here before 9?
ham,I will be outside office take all from there
ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470"
ham,I tot u reach liao. He said t-shirt.
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
ham,"What i mean was i left too early to check, cos i'm working a 9-6."
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
ham,At what time are you coming.
ham,Thts god's gift for birds as humans hav some natural gift frm god..
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,"My planning usually stops at ""find hella weed, smoke hella weed"""
ham,K:)k:)what are detail you want to transfer?acc no enough?
ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p"
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.
ham,"I'm a guy, browsin is compulsory"
ham,I'll let you know when it kicks in
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
ham,Me fine..absolutly fine
ham,I think the other two still need to get cash but we can def be ready by 9
ham,Oh wow thats gay. Will firmware update help
ham,Ü still got lessons?  Ü in sch?
ham,Thank god they are in bed!
ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow"
ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,If you don't respond imma assume you're still asleep and imma start calling n shit
spam,You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
spam,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
ham,When are you guys leaving?
ham,here is my new address -apples&pairs&all that malarky
ham,I'm in class. Did you get my text.
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
ham,In meeting da. I will call you
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
ham,And maybe some pressies
ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
ham,U attend ur driving lesson how many times a wk n which day?
ham,If you r @ home then come down within 5 min
ham,Good Morning my Dear........... Have a great &amp; successful day.
ham,"Easy mate, * guess the quick drink was bit ambitious."
ham,Nope i'm not drivin... I neva develop da photos lei...
ham,"I can't, I don't have her number!"
ham,Anything lar then ü not going home 4 dinner?
ham,Dear where you will be when i reach there
ham,If we win its really no 1 side for long time.
ham,"Sorry, I'll call later"
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
spam,You have 1 new voicemail. Please call 08719181503
ham,"As in missionary hook up, doggy hook up, standing...|"
ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
ham,Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
ham,"Ya tel, wats ur problem.."
ham,Wow v v impressed. Have funs shopping!
ham,"Sorry, I'll call later"
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
ham,Yes princess! I want to make you happy...
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
spam,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,Did u see what I posted on your Facebook?
ham,You were supposed to wake ME up &gt;:(
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
ham,Men like shorter ladies. Gaze up into his eyes.
ham,So when you gonna get rimac access
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
ham,S'fine. Anytime. All the best with it.
ham,Normally i use to drink more water daily:)
ham,Good morning princess! How are you?
spam,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
ham,Im just wondering what your doing right now?
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
ham,"Aight, I'll hit you up when I get some cash"
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
ham,Then ur physics get a-?
ham,Dont put your phone on silent mode ok
ham,Just send a text. We'll skype later.
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
ham,"That's what I love to hear :V see you sundayish, then"
ham,I think i am disturbing her da
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
ham,K..k:)how much does it cost?
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
ham,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep!"
ham,You can never do NOTHING
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
spam,"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service."
ham,You still around? I could use a half-8th
ham,Maybe i could get book out tomo then return it immediately ..? Or something.
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
ham,Can you talk with me..
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,Hey so whats the plan this sat?
ham,How dare you change my ring
ham,Holy living christ what is taking you so long
ham,K:)eng rocking in ashes:)
ham,Wait.i will come out.. &lt;#&gt;  min:)
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe
ham,"K, can I pick up another 8th when you're done?"
ham,Dear how is chechi. Did you talk to her
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
ham,"Sorry battery died, yeah I'm here"
ham,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...
ham,You need to get up. Now.
ham,U in town alone?
ham,Enjoy ur life. . Good night
spam,Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!
ham,I know you are serving. I mean what are you doing now.
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham,"Total disappointment, when I texted you was the craziest shit got :("
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
ham,U still going to the mall?
ham,I said its okay. Sorry
ham,I'm gonna rip out my uterus.
ham,Cramps stopped. Going back to sleep
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
ham,"Alright we're hooked up, where you guys at"
ham,Ya just telling abt tht incident..
ham,No management puzzeles.
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
ham,Company is very good.environment is terrific and food is really nice:)
ham,Not sure I have the stomach for it ...
ham,Ya:)going for restaurant..
ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,No she didnt. I will search online and let you know.
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?
ham,"Ya ok, then had dinner?"
ham,Pick you up bout 7.30ish? What time are  and that going?
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!"
ham,… and don‘t worry we‘ll have finished by march … ish!
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,Love you aathi..love u lot..
ham,Let me know when you've got the money so carlos can make the call
ham,Hey... Very inconvenient for your sis a not huh?
ham,Yup. Thk of u oso boring wat.
ham,So u gonna get deus ex?
ham,Okay... We wait ah
ham,Okey dokey swashbuckling stuff what oh.
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
ham,It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!"
ham,4 oclock at mine. Just to bash out a flat plan.
ham,May i call You later Pls
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home"
ham,YO YO YO BYATCH WHASSUP?
ham,But i dint slept in afternoon.
ham,i thought we were doing a king of the hill thing there.
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
ham,What is the plural of the noun research?
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve.."
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m..."
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
ham,Good Morning plz call me sir
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
ham,Both :) i shoot big loads so get ready!
ham,I'm glad. You are following your dreams.
ham,Just glad to be talking to you.
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
ham,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always"
ham,I sent them. Do you like?
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,Yeah I don't see why not
ham,If u sending her home first it's ok lor. I'm not ready yet.
ham,:-( sad puppy noise
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
ham,Pls come quick cant bare this.
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
ham,Ok lor...
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
ham,Where is that one day training:-)
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
spam,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,Are there TA jobs available? Let me know please cos i really need to start working
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
ham,Taka lor. Wat time u wan 2 come n look 4 us?
ham,"Sure, whenever you show the fuck up &gt;:("
ham,I am not having her number sir
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
ham,Watching telugu movie..wat abt u?
ham,Anything lor. Juz both of us lor.
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
ham,Lolnice. I went from a fish to ..water.?
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
ham,Also are you bringing galileo or dobby
ham,"Cool, text me when you're ready"
ham,Am surfing online store. For offers do you want to buy any thing.
ham,Oh you got many responsibilities.
ham,"Me, i dont know again oh"
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...
ham,Ok
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,It should take about  &lt;#&gt;  min
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO
ham,What time is ur flight tmr?
ham,"Sorry pa, i dont knw who ru pa?"
ham,I'm already back home so no probably not
ham,East coast
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
ham,"Its ok chikku, and its my 1 of favourite song..:-)"
ham,Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )"
ham,On the way to office da..
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..
ham,Call me when u finish then i come n pick u.
ham,Hey anyway i have to :-)
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
ham,So what did the bank say about the money?
ham,Is there any training tomorrow?
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
ham,Orh i tot u say she now still dun believe.
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
ham,Is fujitsu s series lifebook good?
ham,Left dessert. U wan me 2 go suntec look 4 u?
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
ham,No calls..messages..missed calls
ham,Ok thanx... Take care then...
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,Good evening! How are you?
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
ham,"Haha yeah I see that now, be there in a sec"
ham,Yes.he have good crickiting mind
ham,Then dun wear jeans lor...
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
ham,Also that chat was awesome but don't make it regular unless you can see her in person
ham,I am on the way to tirupur.
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
ham,"Goodnight, sleep well da please take care pa. Please."
ham,Ard 515 like dat. Y?
ham,No problem with the renewal. I.ll do it right away but i dont know his details.
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
ham,;-) ok. I feel like john lennon.
ham,Another month. I need chocolate weed and alcohol.
ham,Same. Wana plan a trip sometme then
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
ham,Nope... Juz off from work...
ham,"Goodmorning, today i am late for 1hr."
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
ham,Ugh fuck it I'm resubbing to eve
ham,Ok i am on the way to railway
ham,Gimme a few was  &lt;#&gt;  minutes ago
ham,If you have belive me. Come to my home.
ham,Really dun bluff me leh... U sleep early too. Nite...
ham,I wont touch you with out your permission.
ham,Cos i want it to be your thing
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
ham,Do you know when the result.
ham,"Now, whats your house # again ? And do you have any beer there ?"
ham,I am in bus on the way to calicut
ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
ham,You always make things bigger than they are
ham,Hi..i got the money da:)
ham,"Sir, i am waiting for your call, once free please call me."
ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
ham,Then ü come n pick me at 530 ar?
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
spam,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
ham,Well I might not come then...
ham,"Haha, that was the first person I was gonna ask"
spam,You have 1 new message. Please call 08712400200.
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,Serious? What like proper tongued her
ham,Ok...
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy"
ham,How much for an eighth?
ham,"Not really dude, have no friends i'm afraid :("
ham,Got meh... When?
ham,So why didnt you holla?
ham,I'll reach in ard 20 mins ok...
ham,I AM AT A PARTY WITH ALEX NICHOLS
ham,"Goodmorning, today i am late for 2hrs. Because of back pain."
ham,Audrie lousy autocorrect
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
ham,I'm fine. Hope you are also
ham,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do"
ham,What Today-sunday..sunday is holiday..so no work..
